Date	Subscribers	Views		Subscriber 2	Views 2		Subscibers 3	Views 3		Subscribers 4	Views 4
16-Mar-18	442586			5982							
17-Mar-18	443573	62330598		6043							
18-Mar-18	444148			6072							
19-Mar-18	444638			6085							
20-Mar-18	444952			6102							
21-Mar-18	445188			6120							
22-Mar-18	445547			6141							
23-Mar-18	445907			6159							
24-Mar-18	446298			6182							
25-Mar-18	446636	63047885		6195							
26-Mar-18	446959			6211							
27-Mar-18	447237			6216							
28-Mar-18	447452			6233							
29-Mar-18	447675			6247							
30-Mar-18	447975			6265							
31-Mar-18	448357			6276							
1-Apr-18	448630	63683181		6293							
2-Apr-18	449150	63804227		6314							
3-Apr-18	449471			6341							
4-Apr-18	449765			6375							
5-Apr-18	450072			6397							
6-Apr-18	450249			6412							
7-Apr-18	450534			6429							
8-Apr-18	450872			6436							
9-Apr-18	451089			6465							
10-Apr-18	451379	64603645		6482							
11-Apr-18	451629			6493							
12-Apr-18	451768			6497							
13-Apr-18	451939			6505							
14-Apr-18	452225			6524							
15-Apr-18	452615			6526							
16-Apr-18	452942			6543							
17-Apr-18	453121			6560							
18-Apr-18	453266	65292993		6586							
19-Apr-18	453492			6603							
20-Apr-18	453711			6612							
21-Apr-18	453940			6629							
22-Apr-18	454115			6627							
23-Apr-18	454282			6637							
24-Apr-18	454409			6645							
25-Apr-18	454580			6650							
26-Apr-18	454626	65793563		6658							
27-Apr-18	454702			6668							
28-Apr-18	453468			6683							
29-Apr-18	453584			6709							
30-Apr-18	453829			6726							
1-May-18	454076	66616931		6749							
2-May-18	454240			6758							
3-May-18	454438			6775							
4-May-18	454577	67015313		6792							
5-May-18	454817			6811							
6-May-18	455029			6826							
7-May-18	455052			6857							
8-May-18	455281			6879							
9-May-18	455301			6897							
10-May-18	455471			6915							
11-May-18	455580			6945							
12-May-18	455570	67863876		6964							
13-May-18	455590			6998							
14-May-18	455663			7001							
15-May-18	455724			7018							
16-May-18	455772			7029							
17-May-18	455801			7034							
18-May-18	455897			7047							
19-May-18	455998			7057							
20-May-18	456138	68542279		7066							
21-May-18	456309			7080							
22-May-18	456407			7090							
23-May-18	456364			7091							
24-May-18	456482			7106							
25-May-18	456606			7119							
26-May-18	456781			7124							
27-May-18	456860			7136							
28-May-18	457028	69147469		7146							
29-May-18	457194			7162							
30-May-18	457322			7166							
31-May-18	457502			7182							
1-Jun-18	457587	69405337		7201							
2-Jun-18	457690			7218							
3-Jun-18	457775			7215							
4-Jun-18	457858			7220							
5-Jun-18	458012	69662696		7218							
6-Jun-18	458134			7228							
7-Jun-18	458251			7235							
8-Jun-18	458355			7237							
9-Jun-18	458507			7238							
10-Jun-18	458914			7254							
11-Jun-18	459382			7272							
12-Jun-18	459687			7284							
13-Jun-18	460064	70487359		7294							
14-Jun-18	460405			7304							
15-Jun-18	460624			7326							
16-Jun-18	460852			7342							
17-Jun-18	461132			7356							
18-Jun-18	461362			7381							
19-Jun-18	461630			7382							
20-Jun-18	461922			7397							
21-Jun-18	462214	71229504		7405							
22-Jun-18	462520			7417							
23-Jun-18	463035			7435							
24-Jun-18	463360			7439							
25-Jun-18	463635			7446							
26-Jun-18	463926			7455							
27-Jun-18	464149			7460							
28-Jun-18	464380			7468							
29-Jun-18	464600	71947385		7474							
30-Jun-18	464753			7484							
1-Jul-18	465031	72082279		7488			118				
2-Jul-18	465266			7506							
3-Jul-18	465512			7517							
4-Jul-18	465656			7528							
5-Jul-18	465560			10575							
6-Jul-18	465766			11312							
7-Jul-18	465977	72613638		11797							
8-Jul-18	466284			11821							
9-Jul-18	466446			12036							
10-Jul-18	466705			12118							
11-Jul-18	467032			12220							
12-Jul-18	467059			12295							
13-Jul-18	467118			12419							
14-Jul-18	467306			12482							
15-Jul-18	467531	73354420		12533							
16-Jul-18	467728			12589							
17-Jul-18	467898			12623							
18-Jul-18	468087			12649							
19-Jul-18	468290			12684							
20-Jul-18	468449			12693							
21-Jul-18	468536			12716							
22-Jul-18	468680			12739							
23-Jul-18	468844	73935678		12762							
24-Jul-18	468931			12773							
25-Jul-18	469118			12786							
26-Jul-18	469409			12790							
27-Jul-18	469622			12798							
28-Jul-18	469806			12803							
29-Jul-18	469970			12808							
30-Jul-18	470106			12820							
31-Jul-18	470244	74580309		12824							
1-Aug-18	470416	74646393		12833			119				
2-Aug-18	470583			12841							
3-Aug-18	470795			12847							
4-Aug-18	470993			12854							
5-Aug-18	471098			12872							
6-Aug-18	471329			12880							
7-Aug-18	471487			12888							
8-Aug-18	471772	75085222									
9-Aug-18	471934			12901							
10-Aug-18	472095			12918							
11-Aug-18	472106			12917							
12-Aug-18	472316			12920							
13-Aug-18	472623			12935							
14-Aug-18	473046			12939							
15-Aug-18	473385			12951							
16-Aug-18	473706	75780066		12953							
17-Aug-18	474003			12955							
18-Aug-18	474296			12961							
19-Aug-18	474506			12969							
20-Aug-18	474852										
21-Aug-18	474999			15236							
22-Aug-18	475340			16511							
23-Aug-18	475845			17307							
24-Aug-18	476310	76558345		18382							
25-Aug-18	476605			19232							
26-Aug-18	476996			19872							
27-Aug-18	477383			20260							
28-Aug-18	477688			20662							
29-Aug-18	477851			20700							
30-Aug-18	478058			20891							
31-Aug-18	478295			21083							
1-Sep-18	478593	77391209		21280			120				
2-Sep-18	478858			21338							
3-Sep-18	479203			21397							
4-Sep-18	479416			21465							
5-Sep-18	479642			21534							
6-Sep-18	479891			21568							
7-Sep-18	480127			21596							
8-Sep-18	480434			21627							
9-Sep-18	480731	77943455		21694							
10-Sep-18	480953			21707							
11-Sep-18	481118			21779							
12-Sep-18	481326			21801							
13-Sep-18	481409			21837							
14-Sep-18	481601			21866							
15-Sep-18	481699			21894							
16-Sep-18	481897			21910							
17-Sep-18	482000	78604359		21934							
18-Sep-18	482080			21964							
19-Sep-18	482020			21976							
20-Sep-18	482052			21981							
21-Sep-18	482076										
22-Sep-18	482202			21982							
23-Sep-18	482317			21997							
24-Sep-18	482414			22011							
25-Sep-18	482488	78998867		22015							
26-Sep-18	482561			22022							
27-Sep-18	482671										
28-Sep-18	482718			22024							
29-Sep-18	482814			22039							
30-Sep-18	482888			22052							
1-Oct-18	482930	79270856		22050			118				
2-Oct-18	483000			22046							
3-Oct-18	483065	79347868		22045							
4-Oct-18	483160			22062							
5-Oct-18	483253			22068							
6-Oct-18	483504			22076							
7-Oct-18	483809			22083							
8-Oct-18	484019			22092							
9-Oct-18	484177			22114							
10-Oct-18	484284			22121							
11-Oct-18	484418	79753758		22129							
12-Oct-18	484582			22134							
13-Oct-18	484703			22139							
14-Oct-18	484866			22155							
15-Oct-18	484846			22170							
16-Oct-18	484950			22185							
17-Oct-18	484875			22203							
18-Oct-18	484991			22221							
19-Oct-18	485099	80166206		22229							
20-Oct-18	485319			22236							
21-Oct-18	485551			22263							
22-Oct-18	485719			22272							
23-Oct-18	485833			22282							
24-Oct-18	485945			22292							
25-Oct-18	486096			22291							
26-Oct-18	486172			22296							
27-Oct-18	486119	80629125		22302							
28-Oct-18	486234			22343							
29-Oct-18	486271			22350							
30-Oct-18	486346			22354							
31-Oct-18	486421			22358							
1-Nov-18	486464	80946032		22381							
2-Nov-18	486530			22406							
3-Nov-18	486562			22412							
4-Nov-18	486650	81112264		22419							
5-Nov-18	486776			22422							
6-Nov-18	486840			22425							
7-Nov-18	486929			22433							
8-Nov-18	487009			22434							
9-Nov-18	487105			22424							
10-Nov-18	487142			22425							
11-Nov-18	487244			22427							
12-Nov-18	487319	81523958		22433							
13-Nov-18	487441			22482							
14-Nov-18	487557			22503							
15-Nov-18	487756			22514							
16-Nov-18	488017			22532							
17-Nov-18	488218			22534							
18-Nov-18	488379			22539							
19-Nov-18	488625			22551							
20-Nov-18	488928	82101928		22562							
21-Nov-18	489548			22574							
22-Nov-18	490229			22572							
23-Nov-18	490769			22582							
24-Nov-18	491253			22605							
25-Nov-18	491704			22615							
26-Nov-18	492225			22638							
27-Nov-18	492711			22642							
28-Nov-18	493049	82700370		22653							
29-Nov-18	493393			22649							
30-Nov-18	493627			22650							
1-Dec-18	493861	82867137		22651							
2-Dec-18	494095										
3-Dec-18	494329			22653							
4-Dec-18	494464			22664							
5-Dec-18	494553			22668							
6-Dec-18	494631	83095013		22673							
7-Dec-18	494711										
8-Dec-18	494816			22731							
9-Dec-18	494777			22846							
10-Dec-18	494946			22888							
11-Dec-18	495191			22896							
12-Dec-18	495358			22910							
13-Dec-18	495449			22949							
14-Dec-18	495733	83758787		22941							
15-Dec-18	495648			22957							
16-Dec-18	496518			22984							
17-Dec-18	497496			23021							
18-Dec-18	498339			23051							
19-Dec-18	499135			23094							
20-Dec-18	499836			23122							
21-Dec-18	500585			23164							
22-Dec-18	501012	84923544		23194							
23-Dec-18	501518			23267							
24-Dec-18	502121			23309							
25-Dec-18	502511			23323							
26-Dec-18	502790			23344							
27-Dec-18	503107			23362							
28-Dec-18	503348			23388							
29-Dec-18	503701			23400							
30-Dec-18	504006	85835225		23426							
31-Dec-18	504334			23461							
1-Jan-19	504737	86071462		23482			117				
2-Jan-19	505093			23511							
3-Jan-19	505574			23542							
4-Jan-19				23575							
5-Jan-19	506380			23577							
6-Jan-19	506736			23616							
7-Jan-19	507112	86735380		23649							
8-Jan-19	507405			23675							
9-Jan-19				23709							
10-Jan-19	507770			23763							
11-Jan-19	507811			23790							
12-Jan-19	507974			23806							
13-Jan-19	508265			23819							
14-Jan-19	508513			23828							
15-Jan-19	508839	87527976		23835							
16-Jan-19	508935			23844							
17-Jan-19	509128			23853							
18-Jan-19	509301			23855							
19-Jan-19	509466			23862							
20-Jan-19	509718			23870							
21-Jan-19	509932			23882							
22-Jan-19	510158			23895							
23-Jan-19	510349	88137857		23901							
24-Jan-19	510464			23909							
25-Jan-19	510600			23916							
26-Jan-19	510698			25217							
27-Jan-19	510864			25778							
28-Jan-19	511120			26078							
29-Jan-19	511361			26228							
30-Jan-19	511654			26334							
31-Jan-19	511976	88836769		26419							
1-Feb-19	512221	88905422		26443							
2-Feb-19	512395			26477							
3-Feb-19	512554			26511							
4-Feb-19	512798			26535							
5-Feb-19	512950			26544							
6-Feb-19	513185			26581							
7-Feb-19	513321			26607							
8-Feb-19	513488	89484623		26621							
9-Feb-19	513658			26635							
10-Feb-19	513821			26655							
11-Feb-19	513979			26671							
12-Feb-19	514089			26680							
13-Feb-19	514237			26696							
14-Feb-19	514398			26701							
15-Feb-19	514554			26709							
16-Feb-19	514756	89999330		26718							
17-Feb-19	514923			26727							
18-Feb-19	515099			26741							
19-Feb-19	515275			26767							
20-Feb-19	515513			26794							
21-Feb-19	515712			26800							
22-Feb-19	515986			26805							
23-Feb-19	515988			26818							
24-Feb-19	516172	90592357		26813							
25-Feb-19	516371			26820							
26-Feb-19	516653			26817							
27-Feb-19	516988			26821							
28-Feb-19	517324			26825							
1-Mar-19	517452	90973716		26826							
2-Mar-19	517622			26831							
3-Mar-19	517930			26834							
4-Mar-19	518089	91292973		26840							
5-Mar-19	518304			26874							
6-Mar-19	518488			26891							
7-Mar-19	518806			26899							
8-Mar-19	519086			26907							
9-Mar-19	519387			26919			116				
10-Mar-19	519764			26924							
11-Mar-19	520260			26935							
12-Mar-19	520677	92144443		26944							
13-Mar-19	521094			26953							
14-Mar-19	521511			26963							
15-Mar-19	522257			26970							
16-Mar-19	522512			26978							
17-Mar-19	522961			26992							
18-Mar-19	523411			27007							
19-Mar-19	524016			27033							
20-Mar-19	524242	93121051		27044							
21-Mar-19	524925			27060							
22-Mar-19	525659			27074							
23-Mar-19	526439			27088							
24-Mar-19	527219			27102							
25-Mar-19	527999			27116							
26-Mar-19	528779			27129							
27-Mar-19	529430			27147							
28-Mar-19	530084	94623943		27160							
29-Mar-19	530549			27162							
30-Mar-19	530942			27182							
31-Mar-19	531425			27200							
1-Apr-19	531961	95135568		27210							
2-Apr-19	532313			27211							
3-Apr-19	532677			27220							
4-Apr-19	533002			27230							
5-Apr-19	533306	95573906		27243							
6-Apr-19	533670			27269							
7-Apr-19	534181			27303							
8-Apr-19	534713			27343							
9-Apr-19	535283			27356							
10-Apr-19	535807			27368							
11-Apr-19	536427			27403			115				
12-Apr-19	536924			27419							
13-Apr-19	537413	96960323		27438							
14-Apr-19	538038			27447							
15-Apr-19	538733			27493							
16-Apr-19	539359			27510							
17-Apr-19	539824			27539							
18-Apr-19	540321			27555							
19-Apr-19	540818			27572							
20-Apr-19	541315			27589							
21-Apr-19	541812	98151121		27605							
22-Apr-19	542309			27622							
23-Apr-19	542807			27639							
24-Apr-19	543306			27655							
25-Apr-19	543718			27664							
26-Apr-19	544195			27661							
27-Apr-19	544673			27658							
28-Apr-19	544897			27663							
29-Apr-19	545391	99134019		27672			114				
30-Apr-19	545839			27678							
1-May-19	546317	99355190		27680							
2-May-19	546817			27681							
3-May-19	547065			27689							
4-May-19	547589			27697							
5-May-19	547945			27712							
6-May-19	548384			27736							
7-May-19	548887	100180605		27748							
8-May-19	549217			27752							
9-May-19	549545			27757							
10-May-19	549814			27768							
11-May-19	550158			27778							
12-May-19	550517			27798							
13-May-19	550942			27812							
14-May-19	551281			27825							
15-May-19	551534	101036829		27855							
16-May-19	551750			27865							
17-May-19	552099			27876							
18-May-19	552546			27904							
19-May-19	553192			27927							
20-May-19	553960			27956							
21-May-19	554690			27982							
22-May-19	555330			28000							
23-May-19	555975	102321136		28028							
24-May-19	556549			28047							
25-May-19	557069			28063							
26-May-19	557571			28076							
27-May-19	558093			28094							
28-May-19	558503			28098							
29-May-19	558989			28120							
30-May-19	559518			28132							
31-May-19	560047	103498643		28160							
1-Jun-19	560653	103675072		28167							
2-Jun-19	561246			28179							
3-Jun-19	561997			28197							
4-Jun-19	562729			28216							
5-Jun-19	563238			28232							
6-Jun-19	563884			28286							
7-Jun-19	565067			28350							
8-Jun-19	565708	104960015		28376							
9-Jun-19	566344			28401							
10-Jun-19	567179			28435							
11-Jun-19	567757			28452							
12-Jun-19	568348			28487							
13-Jun-19	569081			28515							
14-Jun-19	569763			28539							
15-Jun-19	570344			28574							
16-Jun-19	571703	106641672		28645							
17-Jun-19	573379			28699							
18-Jun-19	574772			28732			113				
19-Jun-19	576558			28791							
20-Jun-19	580449			28870							
21-Jun-19	582650			28946							
22-Jun-19	584980			29062							
23-Jun-19	587423			29216							
24-Jun-19	590068	110135391		29371							
25-Jun-19	603876			29778							
26-Jun-19	609196			29924							
27-Jun-19	614417			30063							
28-Jun-19	621050			30268							
29-Jun-19	629652			30380							
30-Jun-19	638507			30739							
1-Jul-19	649300	115884554		31001	279092						
2-Jul-19	659874	117423896		31292							
3-Jul-19	675478			31599							
4-Jul-19	686733			31859							
5-Jul-19	695993			32048							
6-Jul-19	705863			32349							
7-Jul-19	715652			32620							
8-Jul-19	727496			33172							
9-Jul-19	753442			33745							
10-Jul-19	764107	127290032		34139							
11-Jul-19	770499			34651							
12-Jul-19	776892			34930							
13-Jul-19	782405			35279							
14-Jul-19	786984			35557							
15-Jul-19	791853			35960							
16-Jul-19	807037			36562							
17-Jul-19	821028			37173							
18-Jul-19	829907	136120238		37888							
19-Jul-19	837540			38788							
20-Jul-19	845648			39568							
21-Jul-19	856295			40184							
22-Jul-19	863080			40884							
23-Jul-19	873000			41658							
24-Jul-19	880822			42218							
25-Jul-19	885970			42670							
26-Jul-19	890819	143869782		43096							
27-Jul-19	895329			43414							
28-Jul-19	900498			43933							
29-Jul-19	910202			44370							
30-Jul-19	921832			44786							
31-Jul-19	930920			45152							
1-Aug-19	937353	150359961		45487	487270						
2-Aug-19	943135			45728							
3-Aug-19	948692	151982510		45923							
4-Aug-19	955274			46155							
5-Aug-19	961709			46513							
6-Aug-19	974405			47033							
7-Aug-19	984445			47368							
8-Aug-19	992574			47683							
9-Aug-19	1002097			48066							
10-Aug-19	1010021			48592							
11-Aug-19	1016754	161238982		48964							
12-Aug-19	1023784			49527							
13-Aug-19	1038544			50125							
14-Aug-19	1047522			50521							
15-Aug-19	1053101			50799							
16-Aug-19	1058713			51096			116				
